instruction,response,text
"Go out the year in which the movie ""Bridget Jones's Diary"" was released, which is based on the book by Helen Fielding.",2001,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Find out the year in which the movie ""Bridget Jones's Diary"" was released, which is based on the book by Helen Fielding. 

###Response: 2001"
Are the two men on trial accused of having committed 49 burglaries in the east of the country between August 2006 and February 2007?,"Yes, the two men are accused of having committed 49 burglaries in the east of the country between August 2006 and February 2007.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Are the two men on trial accused of having committed 49 burglaries in the east of the country between August 2006 and February 2007? 

###Response: Yes, the two men are accused of having committed 49 burglaries in the east of the country between August 2006 and February 2007."
When did the police find the first serious clue that they had during the investigations after the burglaries in the east of the country between August 2006 and February 2007?,"The police found the first serious clue in mid-December 2006, when they observed a suspicious car with German plates, which had left the Stäbbs at high speed at Neihaischen.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When did the police find the first serious lead they had during the investigations after the burglaries in the east of the country between August 2006 and February 2007? 

###Response: The police found the first serious clue in mid-December 2006, when they observed a suspicious car with German plates, which had left the Stübbs at high speed at Neihaischen."
What were the main targets of the burglaries that were carried out between August 2006 and February 2007 in the east of the country along the Moselle and the Sauer?,"The main targets of the burglaries were money and jewellery, but expensive clothes, flat screens and mobile phones were also stolen.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What were the main targets of the burglaries that were committed between August 2006 and February 2007 in the east of the country along the Moselle and the Sauer? 

###Response: The main targets of the burglaries were money and jewellery, but expensive clothes, flat screens and mobile phones were also stolen."
Where did the police arrest the two men who are accused of committing 49 burglaries in the east of the country between August 2006 and February 2007?,"The police arrested the two men on February 28, 2007 in rue de l'Indépendance in Einen.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Where did the police arrest the two men who are accused of having committed 49 burglaries in the east of the country between August 2006 and February 2007? 

###Response: The police arrested the two men on February 28, 2007 in rue de l'Indépendance in Einen."
When will the trial against the two men who are accused of committing 49 burglaries in the east of the country between August 2006 and February 2007 begin?,"The trial will start next week, on October 23, 2008.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When will the trial against the two men who are accused of committing 49 burglaries in the east of the country between August 2006 and February 2007 begin? 

###Response: The trial will start next week, on October 23, 2008."
Given the number of recognized occupational diseases in Luxembourg between 2011 and 2018.,"Between 2011 and 2018, there were 1,340 people who were officially diagnosed with an illness that can be attributed to occupational activity.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Find the number of recognized occupational diseases in Luxembourg between 2011 and 2018. 

###Response: Between 2011 and 2018, there were 1,340 people who were officially diagnosed with a disease related to occupational activity to bring back is."
What are the most recognized occupational diseases in Luxembourg since 2011?,The most recognized occupational diseases since 2011 are nerve injuries due to local pressure with around 350 cases.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the most recognized occupational diseases in Luxembourg since 2011? 

###Response: The most recognized occupational diseases since 2011 are nerve injuries due to local pressure with about 350 cases."
Given the number of recognized occupational diseases in 2015.,There were 153 recognized occupational diseases in 2015.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give the number of recognized occupational diseases in 2015. 

###Response: There were 153 recognized occupational diseases in 2015."
What are the activities where there have been the most occupational diseases?,"The activities where there have been the most occupational diseases are industry with 270, ahead of the construction sector and the works in the metal and automotive sectors.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the activities where there have been the most occupational diseases? 

###Response: The activities where there were the most occupational diseases are the industry with 270, before the construction sector and the works in the metal and automotive sector."
Give the number of recognized occupational diseases in the state or in a municipal administration between 2011 and 2018.,17 people have had an occupational disease recognized by the state or a municipal administration within the last 8 years.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Enter the number of occupational diseases recognized by the state or in a municipal administration between 2011 and 2018. 

###Response: 17 people received an occupational disease recognized by the state or in a municipal administration within the last 8 years."
What is the context of the article about Donald Trump and the polls?,"The article was written in the context of the congressional elections in the United States, which took place on November 8, 2016, and addresses the tension surrounding Donald Trump's statements about illegal migrants.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the context of the article about Donald Trump and the polls? 

###Response: The article was written in the context of the congressional elections in the United States, which took place on November 8, 2016, and addresses the tension surrounding Donald Trump's statements about illegal migrants."
What are the main arguments of Nadine Gautier in his commentary?,"Nadine Gautier believes that Trump has weakened his party with his recent statements and actions, and that polls are not always serious, and that people should not simply rely on polls to predict the election result.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the main arguments of Nadine Gautier in his commentary? 

###Response: Nadine Gautier believes that Trump has weakened his party with his recent statements and actions, and that polls are not always serious, and that people should not simply rely on polls to predict the election result."
"What is the result of the presidential election of November 8, 2016?",Donald Trump defied all poll predictions and won the election.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the result of the presidential election of November 8, 2016? 

###Response: Donald Trump defied all poll predictions and won the election."
What are the predictions for the congressional elections that the article mentions?,"The predictions are that the Democrats have their noses in front, and that the Republicans could lose their majority in the House of Representatives.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the predictions for the congressional elections that the article mentions? 

###Response: The predictions are that the Democrats have their noses in front, and that the Republicans could lose their majority in the House of Representatives."
What is the example that the article gives to show that polls are not always serious?,"The article gives the example of Brexit, where polls made absolutely wrong predictions, and the reality should look different.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the example that the article gives to show that polls are not always serious? 

###Response: The article gives the example of Brexit, where polls made absolutely wrong predictions, and the reality should look different."
"Give me a short summary of the article about the album 'Effleurés' from February 4, 2008.","The album 'Effleurés' tells the story of a young man from a good family who meets a young woman who does not follow the conventions and expectations of society. The story is growing more and more, but also the big problems are coming up.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give me a short summary of the article about the album 'Effleurés' dated February 4, 2008. 

###Response: The album 'Effleurés' tells the story of a young man from a good family, who Meet a woman who does not follow the conventions and expectations of society. The story is growing more and more, but also the big problems are coming up."
What is the main theme of the album 'Effleurés'?,"The main theme of the album 'Effleurés' is the relationship between two characters, which grows more and more, but also more and more problems happen to them, because no one is really ready to compromise.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the main theme of the album 'Effleurés'? 

###Response: The main theme of the album 'Effleurés' is the relationship between two characters, which grows more and more, but also more and more problems happen to them, because no one is really ready to compromise."
Who are the authors of the album 'Effleurés'?,"The authors of the album 'Effleurés' are not explicitly named, but the images are © Isabelle BAUTHIAN, Sylvain LIMOUSI and DARGAUD.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Who are the authors of the album 'Effleurés'? 

###Response: The authors of the album 'Effleurés' are not explicitly named, but the images are © Isabelle BAUTHIAN, Sylvain LIMOUSI and DARGAUD."
What is the merit of the album 'Effleurés'?,The album 'Effleurés' has a graphic merit because it manages to combine the effectiveness of manga with the way of telling a comic that is typically European.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the merit of the album 'Effleurés'? 

###Response: The album 'Effleurés' has a graphic merit, because it manages to combine the effectiveness of manga with the way of telling a comic that is typically European."
When did the article about the album 'Effleurés' appear?,"The article about the album 'Effleurés' was published on February 4, 2008.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When did the article about the album 'Effleurés' appear? 

###Response: The article about the album 'Effleurés' was published on February 4, 2008."
"What is the context of the Luxair trial, which took place on November 7, 2011, in the court of Luxembourg?","The trial is about the accident of a Luxair Fokker, which happened on November 6, 2002, between Rued/Sir and Nidderaanwen.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the context of the Luxair trial, which took place on November 7, 2011, in the court of Luxembourg? 

###Response: The trial concerns the accident of a Luxair Fokker, which occurred on November 6, 2002, between Rued/Sir and Nidderaanwen."
What did President Prosper Klein say about the cockpit voice recorder recording?,He said that the recording is more important to find out the truth than possible negative consequences.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What did President Prosper Klein say about the cockpit voice recorder recording? 

###Response: He said that the recording is more important to find out the truth than possible negative consequences."
"What did the pilot, who has been flying for Luxair since 1994, say about the Fokker?","He said that the Fokker is no more complicated than other planes, and that a freckle on the skid control unit has never been attempted, because the machine is no longer controllable at that moment.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What did the pilot, who has been flying for Luxair since 1994, say about the Fokker? 

###Response: He said that the Fokker is no more complicated than other planes, and that a freckle on the skid control unit was never attempted, because the machine is no longer controllable at that moment."
"What did Me Urbany say about the condition of his client, the father of a victim?","He said that his client is ready for this, and that he is also the one who asked for this to be played in the session, and that he can now be satisfied that finding the truth is so important.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What did Me Urbany say about the condition of his client, the father of a victim? 

###Response: He said that his client is satisfied with this, and that he is also the one who asked for this to be played in the session, and that he can now be satisfied that finding the truth is so important is."
What is the Luxair pilot's conclusion about human error?,He said that a human error can mostly be traced back to a non-respect of the procedures.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the Luxair pilot's conclusion about human error? 

###Response: He said that a human error can mostly be traced back to not respecting the procedures."
"Give us the date of death of Thomas Dörflein, the adoptive father of the polar bear baby Knut.","On September 26, 2008.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give me the date of death of Thomas Dörflein, the adoptive father of the polar bear baby Knut. 

###Response: September 26, 2008."
What was the official cause of death of Thomas Dörflein?,A newly formed thrombosis that led to a lack of blood supply to the heart.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was the official cause of death of Thomas Dörflein? 

###Response: A freshly formed thrombosis that led to a lack of blood supply to the heart."
How did the ruling Bürgermeister Klaus Wowereit react to the death of Thomas Dörflein?,He conveyed his condolences to the family of Thomas Dörflein and wrote that he and his government were 'greatly dismayed' by the death of Thomas Dörflein.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How did the ruling mayor Klaus Wowereit react to the death of Thomas Dörflein? 

###Response: He conveyed his condolences to the family of Thomas Dörflein and wrote that he and his government were 'greatly dismayed' by the death of Thomas Dörflein."
"What kind of a man was Thomas Dörflein, according to the director of the Berlin Zoo, Bernhard Blaskiewitz?",He was a man of a 'modesty that is no longer common today'. He mostly refused public appearances and also refused honors such as the 'Bambi' or the 'Goldene Henne'.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What kind of person was Thomas Dörflein, according to the director of the Berlin Zoo, Bernhard Blaskiewitz? 

###Response: He was a man of a 'modesty that is not common today'. He mostly refused public appearances and also refused honors such as the 'Bambi' or the 'Goldene Henne'."
"What did Thomas Dörflein write for Berlin, after Klaus Wowereit?","He, 'whether he wanted to or not, wrote Berlin history'.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What did Thomas Dörflein write for Berlin, after Klaus Wowereit? 

###Response: He wrote Berlin's history, whether he wanted to or not."
"Will there be incidents of KO drops on student balls on the night of December 26, 2022?","Yes, the police were called to an operation on the night of December 26 shortly before 3 a.m., where some people became ill and indicated that they had probably been given KO drops in the glass.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Are there any incidents of KO drops on student balls on the night of December 26, 2022? 

###Response: Yes, the police were called to an incident on the night of December 26 shortly before 3 a.m., where some people became ill and indicated that they had probably received KO drops in the glass. ."
What did the police say about the complaint of KO drops on New Year's Eve 2022?,"The police could not tell us whether a complaint has been filed or not, but they had a control mission at the Luxexpo on New Year's Eve.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What did the police say about the complaint of KO drops on New Year's Eve 2022? 

###Response: The police could not tell us whether a complaint has been filed or not, but they had a control mission at the Luxexpo on New Year's Eve."
Is there a status on the number of KO drop cases on student bales?,"Again, the police do not have concrete figures on incidents involving KO drops. One could therefore not make a concrete statement about whether it occurs more often.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Is there a state about the number of KO drop cases on student bales? 

###Response: New, the police do not have concrete figures on incidents with KO drops. One could therefore not make a concrete statement about whether it occurs more often."
What should one do in a suspected case of KO drops?,Dr. Emile Bock of the HRS said that one could not definitively rule out that some people also had something done to the glass. A good piece of advice would be to be careful when you're out and about.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What should one do in a suspected case of KO drops? 

###Response: Dr. Emile Bock of the HRS said that one could not definitively rule out that some people also had something done to the glass. A good piece of advice would be to be careful when you're out and about."
How can one determine if illegal substances were involved?,The CGDIS said that a complete screening could only be done at the Laboratoire national de santé (LNS) to make sure that a drug was involved.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How can you determine if illegal substances were in the game? 

###Response: The CGDIS said that a complete screening could only be done at the Laboratoire national de Santé (LNS) to be sure that a drug was involved."
Give me the name of the first solo album of ROB THOMAS and its release year.,The first solo album of ROB THOMAS is SOMETHING TO BE and was released in 2005.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give me the name of the first solo album by ROB THOMAS and its release year. 

###Response: The first solo album of ROB THOMAS is SOMETHING TO BE and was released in 2005."
How many songs from MATCHBOX 20 made it into the top 40 of the adult charts in America?,8 songs from MATCHBOX 20 made it into the top 40 of the adult charts in America.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How many songs from MATCHBOX 20 made it into the top 40 of the adult charts in America? 

###Response: 8 songs from MATCHBOX 20 made it into the top 40 of the adult charts in America."
With how many million copies was the album SUPERNATURAL by SANTANA sold?,The album SUPERNATURAL by SANTANA sold over 25 million copies.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How many million copies of the album SUPERNATURAL by SANTANA were sold? 

###Response: The album SUPERNATURAL by SANTANA was sold over 25 million mool."
Give me the name of the first single from ROB THOMAS' solo album SOMETHING TO BE.,The first single from ROB THOMAS' solo album SOMETHING TO BE is LONELY NO MORE.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give me the name of the first single from ROB THOMAS' solo album SOMETHING TO BE. 

###Response: The first single from ROB THOMAS' solo album SOMETHING TO BE is LONELY NO MORE."
What is the name of the foundation that ROB THOMAS and his wife founded?,The name of the foundation that ROB THOMAS and his wife founded is SIDEWALKS ANGEL FOUNDATION.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the name of the foundation that ROB THOMAS and his wife founded? 

###Response: The name of the foundation that ROB THOMAS and his wife founded is SIDEWALKS ANGEL FOUNDATION."
What is the context of the article about the pension fund?,"This year, the pension fund will redefine its investment strategy for the next 5 years. Greenpeace and Action Solidarité Tiers Monde carried out an analysis that showed that the pension fund would invest in climate-damaging companies or in companies that do not respect human rights.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the context of the article about the pension fund? 

###Response: The pension fund will this year redefine its investment strategy for the next 5 years. Greenpeace and Action Solidarité Tiers Monde carried out an analysis that showed that the pension fund would invest in climate-damaging companies or in companies that do not respect human rights."
What are the most important criteria that Greenpeace and ASTM demand for the investments of the pension fund?,Greenpeace and ASTM demand that the pension fund must set very clear criteria where the fund managers must invest. One of those criteria is that the investments must be in line with the goals of the Paris Climate Protection Agreement.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the most important criteria that Greenpeace and ASTM demand for the investments of the pension fund? 

###Response: Greenpeace and ASTM demand that the pension fund must set very clear criteria where the fund managers must invest. One of those criteria is that the investments must be in line with the goals of the Paris climate protection agreement."
What is the starting point for the analysis of NGOs?,The starting point for the analysis was the Investor Report from the year 2021.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the starting point for the analysis of NGOs? 

###Response: The starting point for the analysis was the Investor Report from the year 2021."
What are the consequences if the pension fund does not invest sustainably?,"If the pension fund does not invest sustainably, this can lead to global warming of 2.7 degrees, which is significantly above the Paris Agreement's goal of 1.5 degrees. This can also lead to biodiversity loss, extreme weather events and human rights violations.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What are the consequences if the pension fund does not invest sustainably? 

###Response: If the pension fund does not invest sustainably, this can lead to a global warming of 2.7 degrees, i.e. significantly above the target of the Paris Agreement of 1.5 degrees. This can also lead to biodiversity loss, extreme weather events and human rights violations."
Is there an example for a pension fund that invests sustainably?,"Yes, the Dutch pension fund got out of fossil fuels last year and showed that sustainable investments can be profitable.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Is there an example for a pension fund that invests sustainably? 

###Response: Yes, the Dutch pension fund has completely exited fossil energies this year and has shown that sustainable investments can be profitable."
"What was happening on August 6, 1945?",The B-29 bomber 'Enola Gay' dropped the first atomic bomb on the Japanese state of Hiroshima.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was happening on August 6, 1945? 

###Response: The B-29 bomber 'Enola Gay' dropped the first atomic bomb on the Japanese state of Hiroshima."
When is the soundtrack to the Beatles film 'Help!' came out?,"The soundtrack of the Beatles film 'Help!' was released on August 6, 1965.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When is the soundtrack of the Beatles film 'Help!' came out? 

###Response: The soundtrack of the Beatles film 'Help!' was released on August 6, 1965."
"Who died on August 6, 1983?","The German singer and eccentric Klaus Nomi died of AIDS on August 6, 1983 at the age of 39.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Who died on August 6, 1983? 

###Response: The German singer and eccentric Klaus Nomi died of AIDS on August 6, 1983 at the age of 39."
What was Willy De Ville's biggest hit?,One of his most striking hits is an excellent cover version of Jimi Hendrix's 'Hey Joe'.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was Willy De Ville's biggest hit? 

###Response: One of his most striking hits is an excellent cover version of Jimi Hendrix's 'Hey Joe'."
"Who won the San Remo Festival on August 6, 1958?","Domenico Modugno won the San Remo Festival on August 6, 1958 with 'Nel Blu, Dipinto Di Blu (Volare)'.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Who won the San Remo Festival on August 6, 1958? 

###Response: Domenico Modugno won the San Remo Festival on August 6, 1958 with 'Nel Blu, Dipinto Di Blu (Volare)'."
List the most important innovations of the Tour de France 2009.,"The most important innovations of the Tour de France 2009 are the return of the team time trial and a finish on the mountain, on Mont Ventoux, the highest mountain of Provence, the day before the final in Paris.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: List the most important innovations of the Tour de France 2009. 

###Response: The most important innovations of the Tour de France 2009 are the return of the team time trial and a finish on the mountain, on Mont Ventoux, the highest mountain of Provence, the day before the final in Paris."
How many stages does the Tour de France 2009 have and how long are they?,"The Tour de France 2009 has 21 stages with a total of 3,500 kilometers.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How many stages does the Tour de France 2009 have and how long are they? 

###Response: The Tour de France 2009 has 21 stages with a total of 3,500 kilometers."
What is the profile of the Tour de France 2009?,"The profile of the Tour de France 2009 consists of 10 flat stages, 7 mountain stages, 1 hilly stage, 2 individual time trials and 1 team time trial.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the profile of the Tour de France 2009? 

###Response: The profile of the Tour de France 2009 consists of 10 flat stages, 7 mountain stages, 1 hilly stage, 2 individual time trials and 1 team time trial."
What is the highlight of the Tour de France 2009?,"The highlight of the Tour de France 2009 is the finish at Mont Ventoux, the highest mountain in Provence, the day before the final in Paris.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the highlight of the Tour de France 2009? 

###Response: The highlight of the Tour de France 2009 is the finish at Mont Ventoux, the highest mountain in Provence, the day before the final in Paris."
What is planned with Echternach for 2010?,"Echternach submitted a candidacy for 2010 to become ""Ville-Etape"".","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is planned with Echternach for 2010? 

###Response: Echternach submitted a candidacy for 2010 to become ""Ville-Etape""."
"Give me the amount that the Fondation Luxembourg Air Rescue collected at the Concert de Bienfaisance de la Musique Militaire Grand-Ducale on January 25, 2017.","5,200€","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give me the amount that the Fondation Luxembourg Air Rescue collected at the Concert de Bienfaisance de la Musique Militaire Grand-Ducale on January 25, 2017. 

###Response: €5,200"
"How many people attended the Grand Ducal Military Benefit Concert on January 25, 2017?","The concert was sold out, but the number of people who attended is not mentioned.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How many people were present at the concert de Bienfaisance de la Musique Militaire Grand-Ducale on January 25, 2017? 

###Response: The concert was sold out, but the number of people who attended is not mentioned."
"When and where was the check for €5,200 handed over to the Fondation Luxembourg Air Rescue?","The check was presented on February 3, 2017 at the Hôtel de Ville de Luxembourg.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When and where was the check for €5,200 handed over to the Luxembourg Air Rescue Foundation? 

###Response: The check was presented on February 3, 2017 at the Hôtel de Ville de Luxembourg."
Who were the most important people present at the check presentation?,"Present at the check presentation were: the mayor Lydie Polfer, the president of the Luxembourg City Tourist Office Marc Angel, the adjutant of the army Claude Schmitz, the president of the non-profit organization ""Friends of Military Music"" Joseph Lorent and the president from the Fondation Luxembourg Air Rescue René Closter.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Who were the most important people present at the check presentation? 

###Response: At the handing over of the check there were, among others, the mayor Lydie Polfer, the president of the Luxembourg City Tourist Office Marc Angel, the adjutant of the army Claude Schmitz, the president of the non-profit organization «Friends of Military Music» Joseph Lorent and the president of the Fondation Luxembourg Air Rescue René Closter."
What was the purpose of the Concert de Bienfaisance de la Musique Militaire Grand-Ducale?,The purpose of the concert was to raise money for the Luxembourg Air Rescue Foundation.,"The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was the purpose of the Concert de Bienfaisance de la Musique Militaire Grand-Ducale? 

###Response: The purpose of the concert was to raise money for the Luxembourg Air Rescue Foundation."
"What is the problem of over-borrowing in Luxembourg, especially over holidays and sales, in 2012?","The problem of over-indebtedness in Luxembourg is increasing, especially during holidays and holidays, as in Belgium, where one in three goes into debt to cover their debts. There are as many of them as ever in the last 5 years.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the problem of over-borrowing in Luxembourg, especially on holidays and sales, in 2012? 

###Response: The problem of over-indebtedness in Luxembourg is increasing, especially during holidays and holidays, as in Belgium, where one in three goes into debt to cover the holidays. There are as many of them as ever in the last 5 years."
Are there any figures on overdrafts in Luxembourg in 2012?,"The Service d'information et de conseil en matière de surendettement of the Ligue médico-sociale does not have exact figures, but Christian Schumacher sees a clear tendency in this shock period of high consumption that people think they should spend more.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Are there any figures on overdrafts in Luxembourg in 2012? 

###Response: The Service d'information et de conseil en matière de suredettement of the Ligue médico-sociale does not have exact figures, but Christian Schumacher sees a clear tendency in this shock period of large consumption that people think they should then spend more."
Is it bad if you can't give a gift because you don't have enough money?,"No, it's not a bad mother or a bad father if you can't give a gift, says Christian Schumacher. But the pressure is often too great in our society and many people do not want to face their problems for a long time.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Is it bad if you can't give a gift because you don't have enough money? 

###Response: No, it's not a bad mother or a bad father if you can't give a present, says Christian Schumacher. But the pressure is often too great in our society and many people do not want to face their problems for a long time."
Has overdrafts in Luxembourg increased in recent years?,"Yes, overdrafts have also increased in Luxembourg in recent years. The crisis is not over and the number of people who have asked for help in the offices of the Ligue médico has increased since 2007.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Has overdrafts in Luxembourg increased in recent years? 

###Response: Yes, overdrafts have also increased in Luxembourg in recent years. The crisis is not over and the number of people who have asked for help in the offices of the Ligue médico has increased since 2007."
"When will the planned bankruptcy law come into force, which will make bankruptcy possible for private individuals?","The planned bankruptcy law should only come into force one year after the publication in the Memorial, but Christian Schumacher regrets that it will be delayed, because it will operate until a planned register.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: When will the planned bankruptcy law come into effect, which will make bankruptcy possible for private individuals? 

###Response: The planned bankruptcy law should only come into force one year after the publication in the Memorial, but Christian Schumacher regrets that it will be delayed, because it will operate until a planned register."
Give the current number of students in high schools compared to 60 years ago.,"60 years ago, in 1960, there were about 10,500 young people in secondary schools. In the year 2010/2011 there were almost 39,000, which is an increase of approx. 365%.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Enter the current number of students in high schools compared to 60 years ago. 

###Response: 60 years ago, in 1960, there were about 10,500 young people in secondary schools. In the year 2010/2011 there were almost 39,000, which is an increase of approx. 365%."
What is the biggest increase in high schools since 1960?,"The biggest increase in high schools is on account of Technique, whose effective numbers exploded from 4,700 in 1960 to almost 26,000 students in 2010.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the biggest increase in high schools since 1960? 

###Response: The biggest increase in high schools is on account of Technique, whose effective numbers exploded from 4,700 in 1960 to almost 26,000 students in 2010."
Give the current number of foreign children in elementary school compared to 60 years ago.,"In elementary school, foreign children today make up 48% of the school population, as STATEC writes. 60 years ago, in 1960, there were fewer foreign children in elementary school.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Enter the current number of foreign children in elementary school compared to 60 years ago. 

###Response: In elementary school, foreign children today make up 48% of the school population, as STATEC writes. 60 years ago, in 1960, there were fewer foreign children in elementary school."
What is the evolution of the number of teachers since 1995?,"Since 1995, the number of teachers has increased by 80%. In 1995/1996, there were only 5,000 teachers; In 2010/2011 there were already over 9,100.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What is the evolution of the number of teachers since 1995? 

###Response: Since 1995, the number of teachers has increased by 80%. In 1995/1996 there were only 5,000 teachers; In 2010/2011 there were already over 9,100."
Give the current number of girls in post-primary compared to 60 years ago.,"Nowadays, there are slightly more girls than boys in post-primary school: in 1960 there were 36 girls compared to 64 boys. Today they are 54 out of 100.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: Give the current number of girls in post-primary compared to 60 years ago. 

###Response: Nowadays there are slightly more girls than boys in post-primary school: in 1960 there were 36 girls compared to 64 boys. Today they are 54 out of 100."
What was the date of the aggression and burglary in Biissen?,"On May 21, 2019, the police in Biissen were threatened by a man with a knife.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was the date of the aggression and burglary in Biissen? 

###Response: On May 21, 2019, the police in Biissen were threatened by a man with a knife."
"How many criminals were arrested at night in Diddeleng, who had attacked a taxi driver?","Two young men were arrested at night in Diddeleng, who had assaulted a taxi driver.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: How many criminals were arrested at night in Diddeleng, who attacked a taxi driver? 

###Response: Two young men were arrested at night in Diddeleng, who had assaulted a taxi driver."
What was the time of the aggression and burglary in Biissen?,"The aggression and burglary in Biissen took place around 10.10 pm on the evening of May 20, 2019.","The following provides an instruction in the form of a question. Give a response that answers the question accurately. 

###Instruction: What was the time of the aggression and burglary in Biissen? 

###Response: The aggression and burglary in Biissen took place around 10.10 pm on the evening of May 20, 2019."
